text,label
"I aften mødes partilederne til den første valgdebat på DR. Debatten bliver vist direkte fra DR Byen i København og varer en time. Den starter klokken 20.00. TV 2s politiske redaktør, Jesper Termansen, har forud for debatten udpeget fem emner, som han vil følge med særlig interesse. Men hvad vil du gerne vide mere om, når partierne mødes til debat? Send dit spørgsmål til os på Facebook eller Twitter, og vi vil forsøge at få det stillet i aften. Debatten er arrangeret af TV 2 og TV 2 NEWS sammen med DR og Jyllands-Posten. I aftenens debat vil der være otte deltagere: statsminister Mette Frederiksen (S), statsministerkandidat Marianne Jelved (R), Kristian Thulesen Dahl (DF), Søren Pape Poulsen (K), Magnus Heunicke (V), Jeppe Jakobsen (Stram Kurs) og Morten Østergaard (Radikale).",0
"Der er risiko for, at der dukker en tyk røg op fra Studstrupværket i Aarhus nord for motorvejen. Det skriver Østjyllands Politi på Twitter. Røgen skyldes en brand i et silo på værket, som er under kraftvarmeproduktion. Branden blev meldt klokken 11.45. Klokken 12.30 oplyser politiet, at branden er slukket. - Der er ingen fare for mennesker og miljø, skriver de. Vinden tirsdag eftermiddag er svag, og det øger risikoen for røgudvikling fra branden på Studstrupværket. Derfor opfordrer Østjyllands Politi til, at man holder sig væk fra området omkring værket. Vinden ændrer sig dog senere på eftermiddagen, og det fjerner den svaghed, der gjorde røgen tyk. Klokken 15.30 oplyser politiet, at der ikke længere er fare for røgudvikling fra Studstrupværket.",0
"Når Nikita Dehghani spiller computerspil, er hun ofte den eneste kvinde i et mandsdomineret miljø. Og det giver en anden oplevelse end at spille med andre kvinder. - Når jeg spiller med drenge, er der en anden energi. De prøver at være sjove og komme med komplimenter, som jeg synes er ubehagelige, siger hun til TV 2. Det kan være, at de prøver at kalde hende ""klam"" eller ""luder"". - Jeg føler mig ikke tryg. Jeg føler mig ikke respekteret, siger hun. Derfor foretrækker hun at spille med andre kvinder. Men det er ikke altid muligt. Derfor har hun også lært at forsvare sig selv og afvise de mandsdominerede miljøer, når hun bliver bedt om at forlade en gruppe eller et spil.",0
"De tre kulkraftværker i Gudrun-feltet i Nordsøen skal lukkes senest i 2040. Det står klart efter en politisk aftale mellem regeringen, Venstre, De Konservative og Liberal Alliance. Men nu ser det ud til, at kulkraftværkerne kan blive holdt åbne længere end planlagt. Det skriver Berlingske. Ifølge avisen har Ørsted, der driver kulkraftværkerne, sendt et brev til Energistyrelsen, hvor selskabet gør opmærksom på flere problemer med at holde dem åbne længere end planlagt. Det drejer sig blandt andet om problemer med at få lov til at bruge kul fra nye depoter, der ikke er godkendt endnu. Desuden er der problemer med at få lov til at bruge kul fra depoter, der tidligere har været godkendt til andet end kulkraftværker. - Der er flere forhold, som gør, at vi ser en række udfordringer i at forlænge driftstiden for Gudrun-kraftværkerne ud over den aftalte periode på 10 år, skriver Ørsted i brevet ifølge Berlingske.",0
"Velkommen til dagens overblik, hvor vi skal tilbage til for to år siden og den såkaldte Køge-sag. I dag kan TV 2 afsløre nye eksempler på svigt i ældreplejen, og vi starter med at se på, hvordan det står til med politikerne, der har været ramt af hovedpine. Velkommen til dagens overblik. Dagens overblik handler om svigt i ældreplejen. TV 2 har talt med flere tidligere beboere på plejehjemmet Lindegården i Køge og deres pårørende. De fortæller om en række kritisable forhold på stedet, som førte til en sag om magtmisbrug og grov vold mod beboerne i 2022. Men to år efter er der stadig problemer på plejehjemmet, viser TV 2 ’ s aktuelle dækning af forholdene på Lindegården.",0
"En direktør i en socialforvaltning i København har fået syv års fængsel for at have voldtaget og krænket blufærdigheden på fire kvindelige ansatte. Det oplyser Københavns Byret i dommen. Den 55-årige mand er desuden dømt for at have udøvet vold mod en femte kvindelig ansat. Den 55-årige mand var direktør i socialforvaltningen i perioden 2017-2019. I den periode blev fire kvindelige ansatte udsat for overgreb. Det skete blandt andet på kontorlokalerne i socialforvaltningen, mens der var møder, eller når han inviterede dem med på frokost eller ekspeditioner. Det fremgår af dommen. Den fjerde kvindelige ansatte blev udsat for et seksuelt overgreb på et hotelværelse, da hun skulle med på en ekspedition.",0
"En 68-årig mand er tirsdag morgen fundet død i Haderslev Fjord. Det oplyser Syd- og Sønderjyllands Politi på Twitter. Politiet fik anmeldelsen klokken 05.45, hvor en person i området kunne høre politiets helikopter og ringe 112. Sydøstjyllands Politis helikopter havde netop været i luften for at lede efter den savnede mand, da personen ringede 112. Helikopteren fandt manden nær en båd, der flød skævt. Manden blev bjærget, og herefter overgav redningspersonale ham til ambulancetjenesten, som kort efter afgav meldingen om mandens død. Politiet har endnu ikke yderligere oplysninger om hændelsen. Mandens pårørende er underrettet. Syd- og Sønderjyllands Politi oplyser til JydskeVestkysten, at man endnu ikke ved, hvad der er årsagen til mandens død.",0
"Det var en ""klar fejl"", da Ekstra Bladets chefredaktør, Poul Madsen, i sidste uge beskyldte justitsminister Søren Pape Poulsen (K) for at bryde regeringens retningslinjer og rejse til Den Dominikanske Republik. Det siger han til TV 2. - Det er selvfølgelig ikke godt nok. Men det er en klar fejl, som vi hurtigt rettede, og som vi har beklaget over for Søren Pape Poulsen og over for vores læsere, siger han. Ekstra Bladet skrev i en artikel, at Søren Pape Poulsen havde brudt regeringens retningslinjer ved at rejse til Den Dominikanske Republik, selvom landet var lukket ned. Artiklen blev senere ændret til at indeholde en beklagelse og en korrekt beskrivelse af regeringens retningslinjer.",0
"Det er dronning Margrethe, der har besluttet, at prins Christian og prinsesse Isabella ikke længere skal have kongelige titler. Det oplyste Kongehuset mandag. Beslutningen kommer efter, at prins Joachim og dronningens yngste søn, prins Vincent, er blevet separeret. - Dronningen har taget stilling til, at de ændringer, der er sket i den royale familie, gør, at det nu er passende at ændre titlerne på de to børn, lød det fra Kongehuset. Men hvor meget magt har dronningen over kongefamilien?, Det er ikke helt let at svare entydigt på. For Kongehuset er en del af den danske stat, og derfor har staten indflydelse på det. Men Kongehuset er også en privat institution, og derfor har dronningen indflydelse på den.",0
"En række falske nyheder om Kinas indblanding i en gaslækage i byen Dongying er blevet spredt af kinesiske cyberaktører. Det siger en analytiker mandag til det amerikanske medie CNN. De falske historier er blevet delt på sociale medier som Facebook og Twitter, og de har fået flere medier til at skrive om Kinas indblanding i lækagen. Ifølge analytikeren, som CNN ikke har navngivet, står kinesiske cyberaktører bag de falske historier. Mandiant, der er et it-sikkerhedsfirma, har sporet hackergruppen som står bag de falske historier til en gruppe, som har dybe forbindelser til Kinas internetspionage. - Vi kan ikke ud fra vores data sige, at det er den kinesiske regering, men vi ved, at det er en gruppe, der har forbindelser til Kinas internetspionageorganisationer, siger Ryan Sherstobitov, der er analytiker hos Mandiant, til CNN.",0
"Regeringen vil ændre på studiefremdriftsreformen, så det bliver muligt at tage mere end to års pause fra studierne uden at miste retten til SU. Det fremgår af regeringens udspil 'En ny retning for dansk uddannelse'. Det betyder, at studerende fremover kan tage en ekstra pause i op til to år uden at miste SU'en. Det vil gøre det nemmere for eksempelvis kvinder at få børn og samtidig fortsætte deres uddannelse, lyder det fra statsminister Mette Frederiksen (S). - Vi vil gerne give flere mulighed for at få børn og samtidig fortsætte deres uddannelse. Derfor vil vi gøre det lettere at tage en pause i studierne og samtidig beholde SU'en, siger hun. Regeringens forslag får dog ikke meget ros af de studerende selv. De frygter, at det vil føre til en forringelse af uddannelserne, hvis der kommer flere studerende ind på de videregående uddannelser.",0
"- Jeg er så glad for mit job. Det er det fedeste, jeg nogensinde har prøvet. Og det er ikke fordi, jeg ikke har haft dårlige oplevelser, for det har jeg. Men jeg er så glad for at være sygeplejerske. Det er det fedeste. Det er det, jeg brænder for. Det er det, jeg vil gøre resten af mit liv. Sådan lyder det fra 32-årige Camilla Kjærgaard Pedersen. Hun har arbejdet som sygeplejerske i otte år og har de seneste fire år været ansat på sygeplejeklinikken i Holstebro. Og selvom hun elsker sit job, så er hun ikke i tvivl om, at der er brug for en kulturændring inden for hele sygeplejen. - Jeg tror ikke, at vi kan blive ved med at lade som om, at alt er godt, når vi selv ved, at der er noget, der ikke fungerer.",0
"En broforbindelse over Samsø vil ødelægge livet for de mange samsinger, der bor i den sydlige del af øen. Sådan lyder det fra flere samsinger, som TV 2 har talt med. De frygter, at en bro vil betyde, at turister og andre besøgende vil kunne komme direkte fra den nordlige del af øen til den sydlige del uden at skulle gennem baghaven. - Det vil simpelthen ødelægge os, siger Jørgen Hansen til TV 2. Han bor i den sydlige del af øen og er formand for Samsø Handelsforening. Han frygter, at en broforbindelse vil betyde, at de mange små butikker på øen vil lukke. - Vi har ikke råd til at holde åbent hele tiden. Så bliver det bare til en turistattraktion, og så er det slut med det, siger han.",0
"Det er ikke nok, at Danmark løfter en lillefinger for at hjælpe Polen med at få gas. Danmark skal også selv have mere gas. Sådan lyder det fra flere sider, efter at regeringen og Folketinget har gjort alt, hvad de kunne for at åbne døren for en hurtigere gasledning til Polen. - Baltic Pipe er en vigtig investering, men det løser ikke vores energiproblemer i Danmark, siger Martin Lidegaard, der er tidligere energi- og klimaminister for Socialdemokratiet. Han mener, at vi skal vænne os til at leve med en højere pris på gas og varme i en periode. - Vi skal vænne os til at leve med mere grøn energi og mere effektivitet, siger han. Baltic Pipe-forbindelsen bliver officielt åbnet tirsdag i Rødbyhavn. Den bliver snart i fuld drift og vil sende 10 milliarder kubikmeter gas om året gennem Danmark til Tyskland.",0
"Høj inflation er en af de største udfordringer, som Danmark står over for. Og det er ikke kun et spørgsmål om at købe en pakke smør til højere pris. Det kan få store konsekvenser for samfundet, hvis ikke vi får den under kontrol, siger tidligere vismand og professor i økonomi ved Københavns Universitet Lars Gårn Hansen. - Det er en af de ting, der kan skabe utryghed i samfundet. Det kan få folk til at gå fra hus og hjem, og det kan få virksomheder til at lukke, siger han. Inflationen er steget med over 20 procent siden årsskiftet. Og det er en udvikling, der har fået flere økonomer til at tale om ""djævelsk"" inflation. Men hvad er det egentlig, der gør den så ""djævelsk""? Og hvad kan politikerne gøre ved den?, TV 2 har talt med tre økonomer om emnet.",0
"Det digitale betalingssystem NemID bliver ikke brugt af så mange danskere som forventet, når bankerne lukker for adgangen til systemet onsdag. Det skriver Berlingske. Det er den største udskiftningsdag, hvor bankerne lukker helt ned for adgangen til deres netbanker via NemID og i stedet henviser til at bruge NemID-appen. Men det er ikke gået helt efter planen. Flere banker har oplevet problemer med at få NemID-appen til at fungere. Det gælder blandt andet Jyske Bank, Spar Nord og Sydbank. - Vi har haft lidt tekniske udfordringer med appen i dag, men det er vi ved at have løst nu, siger pressechef i Sydbank Jacob Holst til Berlingske. Han fortæller, at banken har haft en ekstra stab af it-medarbejdere klar til at hjælpe kunderne med at logge ind på netbanken via NemID-appen.",0
"Dronning Margrethe har almindelige symptomer på covid-19. Det siger kongehuset torsdag. Dronningen opholder sig fortsat på Fredensborg Slot, hvor hun har været siden tirsdag, hvor hun blev testet positiv for coronavirus. - Dronningen har de seneste dage haft en række almindelige symptomer på covid-19, men har det godt og er rask, lyder det i udtalelsen. Dronningen har ikke været ude at rejse siden testresultatet kom tirsdag. Hun deltog dog i et arrangement i anledning af dronningens dag tirsdag aften. Kongehuset oplyser, at dronningen forventer at deltage i det planlagte program fredag. Det omfatter blandt andet et besøg i en børnehave og et besøg hos en frivilligorganisation. Dronning Margrethe er den eneste i kongefamilien, der er blevet testet for covid-19. Kronprins Frederik og deres børn er ikke blevet testet, da de ikke har været udsat for smitte i nærheden af en smittede.",0
"Rusland forsøger at overtale ukrainere i de besatte områder i Østukraine til at blive. Det skriver flere medier, heriblandt nyhedsbureauet Reuters og det britiske medie The Guardian. Ifølge medierne har russiske myndigheder sendt sms'er til ukrainere i Donbas-regionen med teksten: ""Om lidt bliver I en del af Rusland"". Sms'erne er ifølge The Guardian sendt fra en nummerplade, der tilhører en russisk militærbase. Ukraine har kaldt processen et ""propagandashow"", som skal fordreje virkeligheden og skabe splittelse blandt befolkningen i de besatte områder. Det skriver det ukrainske nyhedsbureau Ukrinform. Ifølge Ukrinform har flere ukrainere modtaget sms'erne, efter at Rusland mandag havde inviteret ukrainere i besatte områder til at melde sig under den russiske flag.",0
"Datatilsynet undersøger nu, om en gruppe på Facebook for danske præster overtræder persondatareglerne. Det skriver tilsynet i en pressemeddelelse. Gruppen har mere end 2000 medlemmer og har eksisteret i flere år. - Vi kan ikke udelukke, at der er blevet delt personfølsomme oplysninger i gruppen, som det ikke er tilladt at dele, siger vicedirektør i Datatilsynet Camilla Lindberg i pressemeddelelsen. - Vi skal nu undersøge, om det er tilfældet, og hvis det er tilfældet, så skal vi se på, om der er sket en overtrædelse af persondataloven. Tilsynet fik anmodningen om at undersøge gruppen fra Folketingets Ombudsmand. Ombudsmanden fik en henvendelse fra en præst, som var utilfreds med den måde, som personfølsomme oplysninger blev delt i gruppen. - Det kan være helt centrale oplysninger om en persons helbredsforhold eller seksuelle orientering, som deles i gruppen.",0
"Tirsdag ryger adgangen til netbank, e-boks og offentlige tjenester som sundhed.dk for op mod 500.000 danskere af sporet, hvis de ikke har fået MitID. Det skyldes, at NemID-papkortet udløber 30. juni, og at det kun er muligt at få MitID i en periode frem til tirsdag. Hvis man ikke har fået MitID inden tirsdag, så kan man ikke bruge NemID i banken eller på offentlige hjemmesider. Det kan gøre livet meget besværligt, vurderer Forbrugerrådet Tænk. - Det kan betyde, at man ikke kan logge på sin netbank og overføre penge. Det kan betyde, at man ikke kan logge på sundhed.dk og se sin journal. Så det er nogle meget vigtige ting, som man ikke kan få adgang til, hvis man ikke har MitID, siger Martin Salamon, der er chef for digital politik i Forbrugerrådet Tænk.",0
"I 2019 skrev dansk politisk historie, da Rasmus Paludan med sit parti Stram Kurs vandt over 10 procent af stemmerne og dermed kom i Folketinget. Men det bliver svært at gentage den succes, mener valgforsker ved Københavns Universitet Rune Stubager. - Det er ikke noget, man bare kan gøre igen. Det var en særlig situation i 2019, hvor der var en helt særlig kandidat, som fik mange til at gå op i det, siger han. I årets valgkamp har Rasmus Paludan været meget i medierne. Men det er hans fravær fra valgkampen, der har fyldt mest blandt politiske kommentatorer. Den tidligere storheds- og nu nedgangskandidat har ikke været til stede på de fleste af de politiske debatarrangementer og har ikke deltaget i de fleste af de store medieaftaler.",0
"Det er ""meget usædvanligt"", at en dansk kongefamilie udtaler sig om en sag som denne. Men det er også ""en helt anden situation"", end den vi normalt kender fra kongehuset. Sådan lyder det fra TV 2s kongehusekspert, Brian Arly Jacobsen, efter at Prins Joachim i et interview med Berlingske har reageret på sin hustrus beslutning om at trække sig fra de offentlige roller. - Vi har nu en helt anden situation. Det er meget usædvanligt, at en dansk kongefamilie udtaler sig om en sag som denne, siger han. Brian Arly Jacobsen fremhæver, at det normalt er kongehusets tavshedskultur, der gør, at man ikke hører fra dem i sådanne situationer. - Det er jo ikke noget, vi normalt hører fra dem. Så det er en helt anden situation, end vi normalt kender fra kongehuset, siger han.",0
"Velkommen til dagens overblik. I dag skal vi forbi et nyt folketingsår, en ny vejrprognose, et fodboldnederlag og en opsigtsvækkende udmelding fra Putins talsmand. God læsning. Velkommen til et nyt folketingsår, hvor der venter en række store politiske udfordringer. Det nye folketingsår begynder med en regeringsrokade, hvor statsminister Mette Frederiksen (S) har udpeget sin nye finansminister, Nicolai Wammen. Foto: Mads Claus Rasmussen, Det er en finansminister med mange erfaringer, der nu skal sidde på posten. Nicolai Wammen har tidligere været både udenrigs- og forsvarsminister samt undervisningsminister. Han har desuden været formand for Socialdemokratiet og var med til at lede partiet ind i regering i 2015.",0
"De høje, grå vindmøller er fortsat ikke populære i de danske kommuner. Men flere kommuner er begyndt at bløde op over for vindmøller, efter at energikrisen har skubbet energiforbrug og elpriser i vejret. Det fortæller formanden for Kommunernes Landsforening (KL), Martin Damm (V), til TV 2. - Der er stadig en del kommuner, som ikke ønsker vindmøller, men der er også en del, som giver tilladelser til flere møller end tidligere, siger han. Ifølge KL's seneste opgørelse fra 2021 var der i 89 procent af landets kommuner ingen planer om at opstille vindmøller. I 11 procent af kommunerne var der planer om at opstille vindmøller. Det tal er nu næsten fordoblet til 23 procent af kommunerne, som har planer om at opstille vindmøller.",0
"Hvis man ikke kan få gasen ud af undergrunden, skal man lade den stige op i atmosfæren. Sådan lyder det fra Energistyrelsen, der foreslår, at man lader gassen løbe ud i atmosfæren via en rørledning, der ikke er koblet til noget. Det skriver Ingeniøren. Det er især Nord Stream 1 og 2, der vil blive berørt af forslaget. Begge rørledninger ligger på dansk grund og transporterer gas fra Rusland til Tyskland gennem dansk farvand. Rørledningerne er dog ikke koblet til noget, og derfor vil gassen løbe ud i atmosfæren. Det vil ifølge Energistyrelsen give en markant forøgelse af klimabelastningen. - Det vil medføre en betydelig stigning i udledningen af CO₂, men det vil samtidig sikre, at gasreserverne ikke udvindes og anvendes til opvarmning eller andet, lyder det i et høringssvar fra Energistyrelsen til regeringens klimaudspil.",0
"Det er svært at se lyspunkter i den økonomiske fremtid, når man læser den nyeste prognose fra De Økonomiske Råd. I en analyse, der udkommer mandag, kommer rådet med en række dystre forudsigelser for dansk økonomi de kommende år. Boligmarkedet vil falde, og arbejdsmarkedet vil miste tusindvis af job. Det er især de private investeringer, der vil sakke bagud, vurderer rådet. - Der er risiko for en væsentligt længere periode med lav vækst end hidtil antaget, står der i analysen. De Økonomiske Råd består af fem eksperter, der hvert år udarbejder en prognose for dansk økonomi. Rådet består af cheføkonom i Arbejdernes Landsbank Mads Lundby Hansen, professor i nationaløkonomi på Københavns Universitet Lars Grosch, cheføkonom i Tænketanken Cevea Kristian Skriver, professor i nationaløkonomi på Aarhus Universitet Torben Møller Hansen og cheføkonom i Den Danske Bank Louise Aggerstrøm Hansen.",0
"Det er svært at sige fra. Det er tabu. Men det er vigtigt. Det mener politikeren Jacob Mark (SF) i et opslag på Facebook, der har fået mere end 2000 likes og mere end 300 kommentarer. I opslaget hylder han to tidligere folketingsmedlemmer, Jonas Vingegaard og Tobias Rahim, som begge har trukket sig fra politik på grund af stress. - Det er vigtigt, at vi hylder de her mænd for at lytte til sig selv og trække sig fra rampelyset, skriver han. - Det er svært at sige fra. Det er tabu. Men det er vigtigt. Vi skal lytte til vores krop og vores sjæl, og hvis de siger fra, skal vi lytte. Jacob Mark fortæller til TV 2, at han blev inspireret af Jonas Vingegaard, da han i sidste uge valgte at trække sig fra Folketinget på grund af stress.",0
"Et defekt relæ i et transformatorstation på Bornholm var mandag morgen skyld i, at hele øen stod uden strøm. Det oplyser Dansk Kraftvarme, som er et af de regionale forsyningsselskaber, som leverer strøm til Bornholm. - Der har været et defekt relæ i et transformatorstation, som har fået alle kraftvarmerelate til at lukke ned. - Det er sket i forbindelse med en rutinekontrol af relæet, siger Dansk Kraftvarmes pressechef, Mads Hjorth. Han fortæller, at der har været tale om en meget kortvarig afbrydelse. - Det er sket i forbindelse med en rutinekontrol af relæet. Det er ikke sket før, siger han. Ifølge Dansk Kraftvarme var der ikke nogen fare for beboerne på Bornholm. - Der har ikke været nogen fare for beboerne på Bornholm. De har været beskyttet af deres relæer i forbindelse med afbrydelsen, siger han.",0
"Flere grove eksempler på grov vold og grove krænkelser af ældre på plejehjem er blevet dokumenteret i en ny dokumentar, 'Plejehjems-pigen'. Og den viser, at der stadig er et stort problem med grov vold og grove krænkelser på landets plejehjem. Det siger ældreminister Ane Halsboe-Jørgensen (S). - Det er fuldstændig uacceptabelt, at der fortsat foregår den type hændelser på vores plejehjem. - Jeg er forfærdet over, at vi stadig har den type hændelser på vores plejehjem. Det er jeg simpelthen. Og det er jeg også, fordi vi har gjort rigtig meget for at forebygge det. Hun henviser til, at der siden 2016 er blevet indført en række tiltag for at forebygge vold og krænkelser på landets plejehjem.",0
"Hvis temperaturen på danske arbejdspladser skal sænkes for at spare på energiforbruget, vil det kunne mærkes hos de ansatte. Det viser en ny rapport fra Energistyrelsen, som er lavet i samarbejde med Københavns Universitet. Rapporten viser, at kvinders produktivitet falder markant, når temperaturen på arbejdspladsen sænkes til under 23 grader. Det samme gælder for personer over 60 år. - Det er en stor del af befolkningen, der bliver påvirket negativt af lavere temperaturer, og det er især kvinder og ældre, siger seniorforsker ved Københavns Universitet og medforfatter til rapporten Mette Mølgaard Nielsen. Temperaturen på danske arbejdspladser er i dag 23 grader om dagen og 18 grader om natten. Men med udgangspunkt i den nye rapport anbefaler Energistyrelsen, at man sænker temperaturen til 19 grader både dag og nat.",0
"Det skulle have været en debat om kvinders selvværd og hår. Men det blev til en debat om mænds selvværd og hår, da Folketingets næstformand, Søren Espersen (DF), tirsdag aften blev inviteret ind i 'Go aften LIVE' for at diskutere emnet med paneldeltagerne. Det skete, efter at folketingsmedlemmet tidligere på dagen havde modtaget en tweet fra en kvinde, der opfordrede ham til at barbere sit hår af, hvis han mente, at kvinder skal have lov til at fjerne deres hår. Og det var Søren Espersen ikke sen til at gribe tilfældigt modtaget udfordring an. - Jeg har ikke lyst til at barbere mit hår af, men jeg kan godt lide at være med i jeres program, sagde Søren Espersen til programmets vært, Clement Kjersgaard. Derpå trak han sin hue ned over øjnene og lod sig barbere af to kvindelige paneldeltagere.",0
